45_97_40_42_BC_9D_65_9D_BB_B4_0D_B1_54_31_00_A6      //Round_03  P_03: 9.250207e+37
08_83_1F_DB_DD_FD_58_69_7D_5A_BD_55_BC_94_AA_F9      //Round_03  P_04: 1.131466e+37
DE_3E_AB_8B_35_7A_0D_F8_66_C2_8D_EB_91_3F_41_E7      //Round_03  P_05: 2.954140e+38
3F_F9_47_75_BA_FB_5F_A7_DC_81_6D_A1_04_EF_97_06      //Round_03  P_06: 8.503570e+37
FC_EA_3F_27_9D_92_5D_C5_2E_C4_C7_EE_6C_90_5B_93      //Round_03  P_07: 3.361817e+38
20_A6_91_41_83_3B_48_6A_EC_5C_65_6D_07_E1_8C_BA      //Round_04  P_00: 4.340016e+37
88_1C_0D_64_F5_1D_EA_26_D2_EC_5B_4C_C8_FE_C7_26      //Round_04  P_01: 1.809207e+38
60_83_D2_F6_2F_21_A8_7E_AF_E6_A8_E3_FB_F2_8F_0C      //Round_04  P_02: 1.282904e+38
C8_7B_09_84_33_BD_6C_D9_78_8D_64_04_B0_7A_4D_88      //Round_04  P_03: 2.664844e+38
EA_11_44_1E_A8_23_A0_AD_E3_85_2D_25_C7_1F_75_0A      //Round_04  P_04: 3.111290e+38
5C_63_4D_EA_BD_2F_99_72_FB_2D_0D_F5_99_10_EB_7F      //Round_04  P_05: 1.228046e+38
E9_CE_A9_74_5F_65_FB_7F_08_9B_3F_B6_48_62_E2_35      //Round_04  P_06: 3.107832e+38
1E_C9_A0_E7_F9_56_C3_27_D3_BA_E6_4E_BF_8E_E1_79      //Round_04  P_07: 4.092376e+37
08_1E_B6_4A_09_75_B8_B2_A8_E0_FB_D3_B1_EC_F8_A7      //Round_05  P_00: 1.079329e+37
E7_69_46_C8_54_1A_E1_34_72_79_7B_CE_71_EF_C0_0C      //Round_05  P_01: 3.075983e+38
EE_CC_FE_0E_A6_2B_02_AD_92_C0_25_E8_6B_D3_03_DB      //Round_05  P_02: 3.174206e+38
97_40_4C_36_0A_A4_92_1F_CC_2E_82_A4_26_2E_FE_0A      //Round_05  P_03: 2.010473e+38
0E_96_80_C6_22_C9_F8_98_A1_05_FE_A0_8A_64_74_A3      //Round_05  P_04: 1.939065e+37
E1_09_21_B2_3D_5F_88_C5_CA_21_C3_1E_32_E9_85_81      //Round_05  P_05: 2.991237e+38
D9_AE_E5_E8_DB_4E_10_94_0F_DC_F7_EB_BF_88_16_93      //Round_05  P_06: 2.893506e+38
91_D3_3C_9B_EA_E5_90_AF_63_CB_EE_9F_B7_73_C8_E1      //Round_05  P_07: 1.938349e+38
75_B3_11_8B_01_B9_3A_6D_6B_30_3C_41_B4_49_B7_2F      //Round_06  P_00: 1.564495e+38
11_5A_5D_C0_3F_68_70_46_AA_2B_18_F3_BC_9F_8B_33      //Round_06  P_01: 2.306608e+37
62_7D_FD_E0_9C_2F_19_FA_A2_AC_68_0B_A8_2E_BE_21      //Round_06  P_02: 1.309185e+38
BD_48_36_E4_FC_0D_20_F7_E2_66_21_05_E4_ED_AF_D2      //Round_06  P_03: 2.515990e+38
85_44_49_DB_FA_F1_CD_BA_9C_EF_C1_16_7D_B6_9C_BC      //Round_06  P_04: 1.771419e+38
7F_C3_81_AE_9E_6B_41_B9_9D_79_59_84_57_D5_15_E4      //Round_06  P_05: 1.698271e+38
D4_95_A1_68_F2_98_7F_A5_E0_66_73_E0_F6_7F_60_28      //Round_06  P_06: 2.825733e+38
04_89_64_0C_5F_83_85_15_C4_30_33_66_1F_F6_67_6C      //Round_06  P_07: 6.030286e+36
43_FD_AE_3D_3A_E5_05_87_C0_56_BC_8F_35_D7_AF_A1      //Round_07  P_00: 9.037546e+37
24_C4_21_03_91_2F_E0_D9_1D_70_34_99_27_1D_67_98      //Round_07  P_01: 4.887057e+37
08_96_11_61_8F_17_75_35_34_23_C4_13_CE_EF_8D_4B      //Round_07  P_02: 1.141302e+37
4A_CA_0B_E8_47_0E_FA_D3_1D_FA_3D_64_11_B0_9E_C8      //Round_07  P_03: 9.941196e+37
E4_8C_8D_4D_DF_0C_91_34_D7_70_9D_5A_7D_4E_6A_61      //Round_07  P_04: 3.037938e+38
29_13_E4_DE_D8_AE_DF_79_61_CD_58_3E_99_DC_D8_FC      //Round_07  P_05: 5.460164e+37
FD_79_95_25_A5_79_3D_4C_74_D1_B8_1B_5D_F2_8D_34      //Round_07  P_06: 3.369260e+38
21_D9_88_4F_B9_ED_1E_58_12_3B_1E_1C_B0_AE_D0_C7      //Round_07  P_07: 4.499402e+37
77_67_A4_6B_44_69_26_ED_06_A4_2E_44_DB_90_50_D8      //Round_08  P_00: 1.587163e+38
5E_3C_68_35_1F_DE_0F_07_F6_41_31_44_E6_26_DB_76      //Round_08  P_01: 1.252611e+38
A8_8A_42_C4_26_B5_33_B8_28_1F_5C_EF_F3_FC_37_AD      //Round_08  P_02: 2.240282e+38
DF_5E_9B_3E_AA_F1_DE_60_EF_68_67_2F_E6_D0_1D_CC      //Round_08  P_03: 2.969091e+38
4B_C2_A1_E2_56_7A_C5_96_3C_11_39_81_01_E9_15_3C      //Round_08  P_04: 1.007027e+38
45_C4_C2_4C_9E_6F_EE_54_13_1C_AB_25_0A_AF_27_C0      //Round_08  P_05: 9.273836e+37
14_58_3B_30_C6_83_14_DD_AC_87_F5_EB_DE_4D_CD_EB      //Round_08  P_06: 2.704268e+37
2F_F7_49_B9_BB_86_11_DA_15_36_6E_ED_71_BB_F6_FE      //Round_08  P_07: 6.375771e+37
C2_5B_05_F4_BC_78_FA_8C_0F_06_CD_23_71_46_32_E2      //Round_09  P_00: 2.583429e+38
E8_31_4A_E6_0F_F5_85_0B_B1_FE_CC_DF_54_9D_C7_80      //Round_09  P_01: 3.086368e+38
A5_17_5A_B3_3A_DB_C9_88_00_BE_FE_03_F0_4B_06_01      //Round_09  P_02: 2.194439e+38
84_50_A6_D0_77_4E_4F_D3_28_FB_36_B8_B6_84_1D_03      //Round_09  P_03: 1.758769e+38
B3_F5_9B_DD_E6_B8_1E_90_46_F3_54_E0_F0_BD_2F_18      //Round_09  P_04: 2.392071e+38
0B_A3_C1_E3_8B_DA_7C_38_50_78_C3_63_87_BE_EC_C9      //Round_09  P_05: 1.547178e+37
E3_35_E2_3A_0E_4E_6A_52_B6_FC_C1_3F_05_67_8C_8D      //Round_09  P_06: 3.020145e+38
AC_55_E5_A0_CB_28_EA_10_92_DA_F6_1C_D2_29_07_B8      //Round_09  P_07: 2.290732e+38
2A_57_13_3E_C6_13_28_5F_83_4F_91_D8_49_05_E0_3A      //Round_10  P_00: 5.627970e+37
80_E5_86_71_82_BF_34_42_93_F3_9B_A8_DE_1B_F3_03      //Round_10  P_01: 1.713329e+38
88_81_0B_C8_06_88_26_42_01_1D_5D_C7_DC_EE_7B_1E      //Round_10  P_02: 1.814451e+38
9F_8F_CB_B7_F9_74_F5_78_5A_1E_57_5B_8C_9D_6E_A2      //Round_10  P_03: 2.120939e+38
F6_CA_50_3E_3E_CA_BF_18_8B_00_99_2F_75_A2_9E_03      //Round_10  P_04: 3.280406e+38
91_59_3C_BC_E6_38_34_10_17_4D_86_02_D9_01_3A_F0      //Round_10  P_05: 1.932014e+38
93_38_44_E8_72_4E_AA_D1_45_5E_7C_15_59_37_B3_FF      //Round_10  P_06: 1.956887e+38
EF_D2_24_D7_10_BB_38_11_97_1E_A7_54_3D_14_FB_60      //Round_10  P_07: 3.187766e+38
0F_13_31_F8_19_75_73_4C_01_B6_09_4D_0D_29_29_E5      //Round_11  P_00: 2.003809e+37
A8_15_D5_24_5E_67_F0_C9_07_F5_30_81_22_17_A1_97      //Round_11  P_01: 2.234237e+38
19_4F_BE_DB_83_40_94_74_60_52_ED_62_94_22_A4_D5      //Round_11  P_02: 3.364476e+37
9B_DB_BE_C3_61_94_25_E9_2A_C9_95_EF_E7_12_A2_7B      //Round_11  P_03: 2.071713e+38
CD_79_44_C2_00_CE_A1_8C_4E_AB_03_28_C5_44_FC_0F      //Round_11  P_04: 2.731214e+38
08_53_1D_75_B7_0C_2F_6D_45_1C_4B_C7_B4_0A_63_75      //Round_11  P_05: 1.106538e+37
85_75_0C_62_58_26_15_66_4E_B9_0B_2D_6C_BE_43_51      //Round_11  P_06: 1.773951e+38
4C_AC_46_1B_A8_7D_36_10_95_E1_CB_CE_F5_F1_75_E9      //Round_11  P_07: 1.019158e+38
