18      // Result 65, real part of candidate_diff = 1, imag part of candidate_diff = 8    
25      // Result 66, real part of candidate_diff = 2, imag part of candidate_diff = 5    
26      // Result 67, real part of candidate_diff = 2, imag part of candidate_diff = 6    
27      // Result 68, real part of candidate_diff = 2, imag part of candidate_diff = 7    
36      // Result 69, real part of candidate_diff = 3, imag part of candidate_diff = 6    
33      // Result 70, real part of candidate_diff = 3, imag part of candidate_diff = 3    
41      // Result 71, real part of candidate_diff = 4, imag part of candidate_diff = 1    
42      // Result 72, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 73, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 74, real part of candidate_diff = 4, imag part of candidate_diff = 4    
45      // Result 75, real part of candidate_diff = 4, imag part of candidate_diff = 5    
51      // Result 76, real part of candidate_diff = 5, imag part of candidate_diff = 1    
52      // Result 77, real part of candidate_diff = 5, imag part of candidate_diff = 2    
53      // Result 78, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 79, real part of candidate_diff = 5, imag part of candidate_diff = 4    
55      // Result 80, real part of candidate_diff = 5, imag part of candidate_diff = 5    
61      // Result 81, real part of candidate_diff = 6, imag part of candidate_diff = 1    
62      // Result 82, real part of candidate_diff = 6, imag part of candidate_diff = 2    
63      // Result 83, real part of candidate_diff = 6, imag part of candidate_diff = 3    
64      // Result 84, real part of candidate_diff = 6, imag part of candidate_diff = 4    
65      // Result 85, real part of candidate_diff = 6, imag part of candidate_diff = 5    
66      // Result 86, real part of candidate_diff = 6, imag part of candidate_diff = 6    
71      // Result 87, real part of candidate_diff = 7, imag part of candidate_diff = 1    
73      // Result 88, real part of candidate_diff = 7, imag part of candidate_diff = 3    
74      // Result 89, real part of candidate_diff = 7, imag part of candidate_diff = 4    
75      // Result 90, real part of candidate_diff = 7, imag part of candidate_diff = 5    
84      // Result 91, real part of candidate_diff = 8, imag part of candidate_diff = 4    
85      // Result 92, real part of candidate_diff = 8, imag part of candidate_diff = 5    
11      // Result 93, real part of candidate_diff = 1, imag part of candidate_diff = 1    
12      // Result 94, real part of candidate_diff = 1, imag part of candidate_diff = 2    
13      // Result 95, real part of candidate_diff = 1, imag part of candidate_diff = 3    
14      // Result 96, real part of candidate_diff = 1, imag part of candidate_diff = 4    
21      // Result 97, real part of candidate_diff = 2, imag part of candidate_diff = 1    
22      // Result 98, real part of candidate_diff = 2, imag part of candidate_diff = 2    
23      // Result 99, real part of candidate_diff = 2, imag part of candidate_diff = 3    
24      // Result 100, real part of candidate_diff = 2, imag part of candidate_diff = 4    
25      // Result 101, real part of candidate_diff = 2, imag part of candidate_diff = 5    
31      // Result 102, real part of candidate_diff = 3, imag part of candidate_diff = 1    
32      // Result 103, real part of candidate_diff = 3, imag part of candidate_diff = 2    
33      // Result 104, real part of candidate_diff = 3, imag part of candidate_diff = 3    
34      // Result 105, real part of candidate_diff = 3, imag part of candidate_diff = 4    
35      // Result 106, real part of candidate_diff = 3, imag part of candidate_diff = 5    
41      // Result 107, real part of candidate_diff = 4, imag part of candidate_diff = 1    
42      // Result 108, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 109, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 110, real part of candidate_diff = 4, imag part of candidate_diff = 4    
45      // Result 111, real part of candidate_diff = 4, imag part of candidate_diff = 5    
51      // Result 112, real part of candidate_diff = 5, imag part of candidate_diff = 1    
52      // Result 113, real part of candidate_diff = 5, imag part of candidate_diff = 2    
53      // Result 114, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 115, real part of candidate_diff = 5, imag part of candidate_diff = 4    
55      // Result 116, real part of candidate_diff = 5, imag part of candidate_diff = 5    
56      // Result 117, real part of candidate_diff = 5, imag part of candidate_diff = 6    
61      // Result 118, real part of candidate_diff = 6, imag part of candidate_diff = 1    
62      // Result 119, real part of candidate_diff = 6, imag part of candidate_diff = 2    
63      // Result 120, real part of candidate_diff = 6, imag part of candidate_diff = 3    
64      // Result 121, real part of candidate_diff = 6, imag part of candidate_diff = 4    
65      // Result 122, real part of candidate_diff = 6, imag part of candidate_diff = 5    
71      // Result 123, real part of candidate_diff = 7, imag part of candidate_diff = 1    
72      // Result 124, real part of candidate_diff = 7, imag part of candidate_diff = 2    
73      // Result 125, real part of candidate_diff = 7, imag part of candidate_diff = 3    
74      // Result 126, real part of candidate_diff = 7, imag part of candidate_diff = 4    
75      // Result 127, real part of candidate_diff = 7, imag part of candidate_diff = 5    
82      // Result 128, real part of candidate_diff = 8, imag part of candidate_diff = 2    
83      // Result 129, real part of candidate_diff = 8, imag part of candidate_diff = 3    
84      // Result 130, real part of candidate_diff = 8, imag part of candidate_diff = 4    
85      // Result 131, real part of candidate_diff = 8, imag part of candidate_diff = 5    
65      // Result 132, real part of candidate_diff = 6, imag part of candidate_diff = 5    
66      // Result 133, real part of candidate_diff = 6, imag part of candidate_diff = 6    
76      // Result 134, real part of candidate_diff = 7, imag part of candidate_diff = 6    
77      // Result 135, real part of candidate_diff = 7, imag part of candidate_diff = 7    
87      // Result 136, real part of candidate_diff = 8, imag part of candidate_diff = 7    
38      // Result 137, real part of candidate_diff = 3, imag part of candidate_diff = 8    
48      // Result 138, real part of candidate_diff = 4, imag part of candidate_diff = 8    
11      // Result 139, real part of candidate_diff = 1, imag part of candidate_diff = 1    
12      // Result 140, real part of candidate_diff = 1, imag part of candidate_diff = 2    
13      // Result 141, real part of candidate_diff = 1, imag part of candidate_diff = 3    
14      // Result 142, real part of candidate_diff = 1, imag part of candidate_diff = 4    
15      // Result 143, real part of candidate_diff = 1, imag part of candidate_diff = 5    
21      // Result 144, real part of candidate_diff = 2, imag part of candidate_diff = 1    
22      // Result 145, real part of candidate_diff = 2, imag part of candidate_diff = 2    
23      // Result 146, real part of candidate_diff = 2, imag part of candidate_diff = 3    
24      // Result 147, real part of candidate_diff = 2, imag part of candidate_diff = 4    
25      // Result 148, real part of candidate_diff = 2, imag part of candidate_diff = 5    
31      // Result 149, real part of candidate_diff = 3, imag part of candidate_diff = 1    
32      // Result 150, real part of candidate_diff = 3, imag part of candidate_diff = 2    
33      // Result 151, real part of candidate_diff = 3, imag part of candidate_diff = 3    
34      // Result 152, real part of candidate_diff = 3, imag part of candidate_diff = 4    
41      // Result 153, real part of candidate_diff = 4, imag part of candidate_diff = 1    
42      // Result 154, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 155, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 156, real part of candidate_diff = 4, imag part of candidate_diff = 4    
51      // Result 157, real part of candidate_diff = 5, imag part of candidate_diff = 1    
26      // Result 158, real part of candidate_diff = 2, imag part of candidate_diff = 6    
27      // Result 159, real part of candidate_diff = 2, imag part of candidate_diff = 7    
28      // Result 160, real part of candidate_diff = 2, imag part of candidate_diff = 8    
36      // Result 161, real part of candidate_diff = 3, imag part of candidate_diff = 6    
37      // Result 162, real part of candidate_diff = 3, imag part of candidate_diff = 7    
38      // Result 163, real part of candidate_diff = 3, imag part of candidate_diff = 8    
45      // Result 164, real part of candidate_diff = 4, imag part of candidate_diff = 5    
46      // Result 165, real part of candidate_diff = 4, imag part of candidate_diff = 6    
47      // Result 166, real part of candidate_diff = 4, imag part of candidate_diff = 7    
48      // Result 167, real part of candidate_diff = 4, imag part of candidate_diff = 8    
55      // Result 168, real part of candidate_diff = 5, imag part of candidate_diff = 5    
56      // Result 169, real part of candidate_diff = 5, imag part of candidate_diff = 6    
57      // Result 170, real part of candidate_diff = 5, imag part of candidate_diff = 7    
58      // Result 171, real part of candidate_diff = 5, imag part of candidate_diff = 8    
64      // Result 172, real part of candidate_diff = 6, imag part of candidate_diff = 4    
65      // Result 173, real part of candidate_diff = 6, imag part of candidate_diff = 5    
66      // Result 174, real part of candidate_diff = 6, imag part of candidate_diff = 6    
67      // Result 175, real part of candidate_diff = 6, imag part of candidate_diff = 7    
68      // Result 176, real part of candidate_diff = 6, imag part of candidate_diff = 8    
75      // Result 177, real part of candidate_diff = 7, imag part of candidate_diff = 5    
76      // Result 178, real part of candidate_diff = 7, imag part of candidate_diff = 6    
77      // Result 179, real part of candidate_diff = 7, imag part of candidate_diff = 7    
78      // Result 180, real part of candidate_diff = 7, imag part of candidate_diff = 8    
85      // Result 181, real part of candidate_diff = 8, imag part of candidate_diff = 5    
86      // Result 182, real part of candidate_diff = 8, imag part of candidate_diff = 6    
87      // Result 183, real part of candidate_diff = 8, imag part of candidate_diff = 7    
88      // Result 184, real part of candidate_diff = 8, imag part of candidate_diff = 8    
74      // Result 185, real part of candidate_diff = 7, imag part of candidate_diff = 4    
75      // Result 186, real part of candidate_diff = 7, imag part of candidate_diff = 5    
77      // Result 187, real part of candidate_diff = 7, imag part of candidate_diff = 7    
78      // Result 188, real part of candidate_diff = 7, imag part of candidate_diff = 8    
84      // Result 189, real part of candidate_diff = 8, imag part of candidate_diff = 4    
85      // Result 190, real part of candidate_diff = 8, imag part of candidate_diff = 5    
86      // Result 191, real part of candidate_diff = 8, imag part of candidate_diff = 6    
87      // Result 192, real part of candidate_diff = 8, imag part of candidate_diff = 7    
88      // Result 193, real part of candidate_diff = 8, imag part of candidate_diff = 8    
13      // Result 194, real part of candidate_diff = 1, imag part of candidate_diff = 3    
14      // Result 195, real part of candidate_diff = 1, imag part of candidate_diff = 4    
15      // Result 196, real part of candidate_diff = 1, imag part of candidate_diff = 5    
16      // Result 197, real part of candidate_diff = 1, imag part of candidate_diff = 6    
17      // Result 198, real part of candidate_diff = 1, imag part of candidate_diff = 7    
18      // Result 199, real part of candidate_diff = 1, imag part of candidate_diff = 8    
23      // Result 200, real part of candidate_diff = 2, imag part of candidate_diff = 3    
24      // Result 201, real part of candidate_diff = 2, imag part of candidate_diff = 4    
25      // Result 202, real part of candidate_diff = 2, imag part of candidate_diff = 5    
26      // Result 203, real part of candidate_diff = 2, imag part of candidate_diff = 6    
27      // Result 204, real part of candidate_diff = 2, imag part of candidate_diff = 7    
28      // Result 205, real part of candidate_diff = 2, imag part of candidate_diff = 8    
32      // Result 206, real part of candidate_diff = 3, imag part of candidate_diff = 2    
33      // Result 207, real part of candidate_diff = 3, imag part of candidate_diff = 3    
34      // Result 208, real part of candidate_diff = 3, imag part of candidate_diff = 4    
35      // Result 209, real part of candidate_diff = 3, imag part of candidate_diff = 5    
36      // Result 210, real part of candidate_diff = 3, imag part of candidate_diff = 6    
37      // Result 211, real part of candidate_diff = 3, imag part of candidate_diff = 7    
38      // Result 212, real part of candidate_diff = 3, imag part of candidate_diff = 8    
43      // Result 213, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 214, real part of candidate_diff = 4, imag part of candidate_diff = 4    
45      // Result 215, real part of candidate_diff = 4, imag part of candidate_diff = 5    
46      // Result 216, real part of candidate_diff = 4, imag part of candidate_diff = 6    
47      // Result 217, real part of candidate_diff = 4, imag part of candidate_diff = 7    
48      // Result 218, real part of candidate_diff = 4, imag part of candidate_diff = 8    
53      // Result 219, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 220, real part of candidate_diff = 5, imag part of candidate_diff = 4    
55      // Result 221, real part of candidate_diff = 5, imag part of candidate_diff = 5    
56      // Result 222, real part of candidate_diff = 5, imag part of candidate_diff = 6    
58      // Result 223, real part of candidate_diff = 5, imag part of candidate_diff = 8    
64      // Result 224, real part of candidate_diff = 6, imag part of candidate_diff = 4    
53      // Result 225, real part of candidate_diff = 5, imag part of candidate_diff = 3    
62      // Result 226, real part of candidate_diff = 6, imag part of candidate_diff = 2    
63      // Result 227, real part of candidate_diff = 6, imag part of candidate_diff = 3    
64      // Result 228, real part of candidate_diff = 6, imag part of candidate_diff = 4    
71      // Result 229, real part of candidate_diff = 7, imag part of candidate_diff = 1    
72      // Result 230, real part of candidate_diff = 7, imag part of candidate_diff = 2    
73      // Result 231, real part of candidate_diff = 7, imag part of candidate_diff = 3    
74      // Result 232, real part of candidate_diff = 7, imag part of candidate_diff = 4    
75      // Result 233, real part of candidate_diff = 7, imag part of candidate_diff = 5    
82      // Result 234, real part of candidate_diff = 8, imag part of candidate_diff = 2    
83      // Result 235, real part of candidate_diff = 8, imag part of candidate_diff = 3    
84      // Result 236, real part of candidate_diff = 8, imag part of candidate_diff = 4    
14      // Result 237, real part of candidate_diff = 1, imag part of candidate_diff = 4    
23      // Result 238, real part of candidate_diff = 2, imag part of candidate_diff = 3    
24      // Result 239, real part of candidate_diff = 2, imag part of candidate_diff = 4    
25      // Result 240, real part of candidate_diff = 2, imag part of candidate_diff = 5    
32      // Result 241, real part of candidate_diff = 3, imag part of candidate_diff = 2    
33      // Result 242, real part of candidate_diff = 3, imag part of candidate_diff = 3    
34      // Result 243, real part of candidate_diff = 3, imag part of candidate_diff = 4    
35      // Result 244, real part of candidate_diff = 3, imag part of candidate_diff = 5    
36      // Result 245, real part of candidate_diff = 3, imag part of candidate_diff = 6    
43      // Result 246, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 247, real part of candidate_diff = 4, imag part of candidate_diff = 4    
45      // Result 248, real part of candidate_diff = 4, imag part of candidate_diff = 5    
54      // Result 249, real part of candidate_diff = 5, imag part of candidate_diff = 4    
65      // Result 250, real part of candidate_diff = 6, imag part of candidate_diff = 5    
76      // Result 251, real part of candidate_diff = 7, imag part of candidate_diff = 6    
87      // Result 252, real part of candidate_diff = 8, imag part of candidate_diff = 7    
64      // Result 253, real part of candidate_diff = 6, imag part of candidate_diff = 4    
73      // Result 254, real part of candidate_diff = 7, imag part of candidate_diff = 3    
82      // Result 255, real part of candidate_diff = 8, imag part of candidate_diff = 2    
17      // Result 256, real part of candidate_diff = 1, imag part of candidate_diff = 7    
26      // Result 257, real part of candidate_diff = 2, imag part of candidate_diff = 6    
27      // Result 258, real part of candidate_diff = 2, imag part of candidate_diff = 7    
28      // Result 259, real part of candidate_diff = 2, imag part of candidate_diff = 8    
36      // Result 260, real part of candidate_diff = 3, imag part of candidate_diff = 6    
37      // Result 261, real part of candidate_diff = 3, imag part of candidate_diff = 7    
38      // Result 262, real part of candidate_diff = 3, imag part of candidate_diff = 8    
47      // Result 263, real part of candidate_diff = 4, imag part of candidate_diff = 7    
48      // Result 264, real part of candidate_diff = 4, imag part of candidate_diff = 8    
57      // Result 265, real part of candidate_diff = 5, imag part of candidate_diff = 7    
24      // Result 266, real part of candidate_diff = 2, imag part of candidate_diff = 4    
33      // Result 267, real part of candidate_diff = 3, imag part of candidate_diff = 3    
34      // Result 268, real part of candidate_diff = 3, imag part of candidate_diff = 4    
42      // Result 269, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 270, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 271, real part of candidate_diff = 4, imag part of candidate_diff = 4    
45      // Result 272, real part of candidate_diff = 4, imag part of candidate_diff = 5    
53      // Result 273, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 274, real part of candidate_diff = 5, imag part of candidate_diff = 4    
55      // Result 275, real part of candidate_diff = 5, imag part of candidate_diff = 5    
64      // Result 276, real part of candidate_diff = 6, imag part of candidate_diff = 4    
21      // Result 277, real part of candidate_diff = 2, imag part of candidate_diff = 1    
31      // Result 278, real part of candidate_diff = 3, imag part of candidate_diff = 1    
32      // Result 279, real part of candidate_diff = 3, imag part of candidate_diff = 2    
33      // Result 280, real part of candidate_diff = 3, imag part of candidate_diff = 3    
41      // Result 281, real part of candidate_diff = 4, imag part of candidate_diff = 1    
42      // Result 282, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 283, real part of candidate_diff = 4, imag part of candidate_diff = 3    
51      // Result 284, real part of candidate_diff = 5, imag part of candidate_diff = 1    
52      // Result 285, real part of candidate_diff = 5, imag part of candidate_diff = 2    
53      // Result 286, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 287, real part of candidate_diff = 5, imag part of candidate_diff = 4    
61      // Result 288, real part of candidate_diff = 6, imag part of candidate_diff = 1    
62      // Result 289, real part of candidate_diff = 6, imag part of candidate_diff = 2    
63      // Result 290, real part of candidate_diff = 6, imag part of candidate_diff = 3    
71      // Result 291, real part of candidate_diff = 7, imag part of candidate_diff = 1    
72      // Result 292, real part of candidate_diff = 7, imag part of candidate_diff = 2    
73      // Result 293, real part of candidate_diff = 7, imag part of candidate_diff = 3    
77      // Result 294, real part of candidate_diff = 7, imag part of candidate_diff = 7    
86      // Result 295, real part of candidate_diff = 8, imag part of candidate_diff = 6    
87      // Result 296, real part of candidate_diff = 8, imag part of candidate_diff = 7    
88      // Result 297, real part of candidate_diff = 8, imag part of candidate_diff = 8    
44      // Result 298, real part of candidate_diff = 4, imag part of candidate_diff = 4    
53      // Result 299, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 300, real part of candidate_diff = 5, imag part of candidate_diff = 4    
55      // Result 301, real part of candidate_diff = 5, imag part of candidate_diff = 5    
62      // Result 302, real part of candidate_diff = 6, imag part of candidate_diff = 2    
63      // Result 303, real part of candidate_diff = 6, imag part of candidate_diff = 3    
64      // Result 304, real part of candidate_diff = 6, imag part of candidate_diff = 4    
65      // Result 305, real part of candidate_diff = 6, imag part of candidate_diff = 5    
66      // Result 306, real part of candidate_diff = 6, imag part of candidate_diff = 6    
73      // Result 307, real part of candidate_diff = 7, imag part of candidate_diff = 3    
74      // Result 308, real part of candidate_diff = 7, imag part of candidate_diff = 4    
75      // Result 309, real part of candidate_diff = 7, imag part of candidate_diff = 5    
84      // Result 310, real part of candidate_diff = 8, imag part of candidate_diff = 4    
16      // Result 311, real part of candidate_diff = 1, imag part of candidate_diff = 6    
17      // Result 312, real part of candidate_diff = 1, imag part of candidate_diff = 7    
18      // Result 313, real part of candidate_diff = 1, imag part of candidate_diff = 8    
25      // Result 314, real part of candidate_diff = 2, imag part of candidate_diff = 5    
26      // Result 315, real part of candidate_diff = 2, imag part of candidate_diff = 6    
27      // Result 316, real part of candidate_diff = 2, imag part of candidate_diff = 7    
28      // Result 317, real part of candidate_diff = 2, imag part of candidate_diff = 8    
36      // Result 318, real part of candidate_diff = 3, imag part of candidate_diff = 6    
37      // Result 319, real part of candidate_diff = 3, imag part of candidate_diff = 7    
38      // Result 320, real part of candidate_diff = 3, imag part of candidate_diff = 8    
47      // Result 321, real part of candidate_diff = 4, imag part of candidate_diff = 7    
76      // Result 322, real part of candidate_diff = 7, imag part of candidate_diff = 6    
85      // Result 323, real part of candidate_diff = 8, imag part of candidate_diff = 5    
86      // Result 324, real part of candidate_diff = 8, imag part of candidate_diff = 6    
87      // Result 325, real part of candidate_diff = 8, imag part of candidate_diff = 7    
54      // Result 326, real part of candidate_diff = 5, imag part of candidate_diff = 4    
63      // Result 327, real part of candidate_diff = 6, imag part of candidate_diff = 3    
64      // Result 328, real part of candidate_diff = 6, imag part of candidate_diff = 4    
65      // Result 329, real part of candidate_diff = 6, imag part of candidate_diff = 5    
72      // Result 330, real part of candidate_diff = 7, imag part of candidate_diff = 2    
73      // Result 331, real part of candidate_diff = 7, imag part of candidate_diff = 3    
74      // Result 332, real part of candidate_diff = 7, imag part of candidate_diff = 4    
75      // Result 333, real part of candidate_diff = 7, imag part of candidate_diff = 5    
76      // Result 334, real part of candidate_diff = 7, imag part of candidate_diff = 6    
83      // Result 335, real part of candidate_diff = 8, imag part of candidate_diff = 3    
84      // Result 336, real part of candidate_diff = 8, imag part of candidate_diff = 4    
85      // Result 337, real part of candidate_diff = 8, imag part of candidate_diff = 5    
37      // Result 338, real part of candidate_diff = 3, imag part of candidate_diff = 7    
38      // Result 339, real part of candidate_diff = 3, imag part of candidate_diff = 8    
47      // Result 340, real part of candidate_diff = 4, imag part of candidate_diff = 7    
48      // Result 341, real part of candidate_diff = 4, imag part of candidate_diff = 8    
56      // Result 342, real part of candidate_diff = 5, imag part of candidate_diff = 6    
57      // Result 343, real part of candidate_diff = 5, imag part of candidate_diff = 7    
58      // Result 344, real part of candidate_diff = 5, imag part of candidate_diff = 8    
67      // Result 345, real part of candidate_diff = 6, imag part of candidate_diff = 7    
68      // Result 346, real part of candidate_diff = 6, imag part of candidate_diff = 8    
77      // Result 347, real part of candidate_diff = 7, imag part of candidate_diff = 7    
78      // Result 348, real part of candidate_diff = 7, imag part of candidate_diff = 8    
45      // Result 349, real part of candidate_diff = 4, imag part of candidate_diff = 5    
55      // Result 350, real part of candidate_diff = 5, imag part of candidate_diff = 5    
56      // Result 351, real part of candidate_diff = 5, imag part of candidate_diff = 6    
66      // Result 352, real part of candidate_diff = 6, imag part of candidate_diff = 6    
67      // Result 353, real part of candidate_diff = 6, imag part of candidate_diff = 7    
75      // Result 354, real part of candidate_diff = 7, imag part of candidate_diff = 5    
76      // Result 355, real part of candidate_diff = 7, imag part of candidate_diff = 6    
85      // Result 356, real part of candidate_diff = 8, imag part of candidate_diff = 5    
32      // Result 357, real part of candidate_diff = 3, imag part of candidate_diff = 2    
41      // Result 358, real part of candidate_diff = 4, imag part of candidate_diff = 1    
42      // Result 359, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 360, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 361, real part of candidate_diff = 4, imag part of candidate_diff = 4    
51      // Result 362, real part of candidate_diff = 5, imag part of candidate_diff = 1    
52      // Result 363, real part of candidate_diff = 5, imag part of candidate_diff = 2    
53      // Result 364, real part of candidate_diff = 5, imag part of candidate_diff = 3    
61      // Result 365, real part of candidate_diff = 6, imag part of candidate_diff = 1    
62      // Result 366, real part of candidate_diff = 6, imag part of candidate_diff = 2    
71      // Result 367, real part of candidate_diff = 7, imag part of candidate_diff = 1    
72      // Result 368, real part of candidate_diff = 7, imag part of candidate_diff = 2    
73      // Result 369, real part of candidate_diff = 7, imag part of candidate_diff = 3    
81      // Result 370, real part of candidate_diff = 8, imag part of candidate_diff = 1    
82      // Result 371, real part of candidate_diff = 8, imag part of candidate_diff = 2    
83      // Result 372, real part of candidate_diff = 8, imag part of candidate_diff = 3    
84      // Result 373, real part of candidate_diff = 8, imag part of candidate_diff = 4    
82      // Result 374, real part of candidate_diff = 8, imag part of candidate_diff = 2    
83      // Result 375, real part of candidate_diff = 8, imag part of candidate_diff = 3    
84      // Result 376, real part of candidate_diff = 8, imag part of candidate_diff = 4    
33      // Result 377, real part of candidate_diff = 3, imag part of candidate_diff = 3    
42      // Result 378, real part of candidate_diff = 4, imag part of candidate_diff = 2    
43      // Result 379, real part of candidate_diff = 4, imag part of candidate_diff = 3    
44      // Result 380, real part of candidate_diff = 4, imag part of candidate_diff = 4    
51      // Result 381, real part of candidate_diff = 5, imag part of candidate_diff = 1    
52      // Result 382, real part of candidate_diff = 5, imag part of candidate_diff = 2    
53      // Result 383, real part of candidate_diff = 5, imag part of candidate_diff = 3    
54      // Result 384, real part of candidate_diff = 5, imag part of candidate_diff = 4    
55      // Result 385, real part of candidate_diff = 5, imag part of candidate_diff = 5    
62      // Result 386, real part of candidate_diff = 6, imag part of candidate_diff = 2    
63      // Result 387, real part of candidate_diff = 6, imag part of candidate_diff = 3    
